23:38:02.367 INFO  Fresh Run ========================
00:01:27.292 DEBUG Watch zenith03.2240.4069 already exists.
00:01:27.499 DEBUG Watch zenith03.2430.693 already exists.
00:01:27.670 DEBUG Watch zenith03.9300.3620 already exists.
00:01:27.857 DEBUG Watch zenith01.0125.680 already exists.
00:01:28.032 DEBUG Watch zenith11.1943.679 already exists.
00:01:28.205 DEBUG Watch zenith03.2060.405 already exists.
00:01:28.383 DEBUG Watch zenith03.1220.67 already exists.
00:01:28.550 DEBUG Watch zenith95.9100.9004 already exists.
00:01:28.715 DEBUG Watch vacheron_constantin4400e#000r-b436 already exists.
00:01:28.889 DEBUG Watch vacheron_constantin49150#b01a-9745 already exists.
00:01:29.070 DEBUG Watch vacheron_constantin42040#423a-8458 already exists.
00:01:29.261 DEBUG Watch vacheron_constantin7900v#110a-b334 already exists.
00:01:29.433 DEBUG Watch vacheron_constantin4500v#110a-b128 already exists.
00:01:29.605 DEBUG Watch vacheron_constantin25021#000g-9113 already exists.
00:01:29.770 DEBUG Watch vacheron_constantin47192#000r-9352 already exists.
00:01:29.950 DEBUG Watch vacheron_constantin86020#000g-9508 already exists.
00:01:30.129 DEBUG Watch vacheron_constantin4600e#000a-b442 already exists.
00:01:30.313 DEBUG Watch piagetgoa39105 already exists.
00:01:30.491 DEBUG Watch bell_&_rosscarbon already exists.
00:01:30.668 DEBUG Watch bell_&_rossbr_v2-93 already exists.
00:01:30.837 DEBUG Watch bell_&_rosssport_heritage_gmt_&_flyback already exists.
00:01:31.015 DEBUG Watch bell_&_rossheading_indicator already exists.
00:01:31.191 DEBUG Watch bell_&_rossmarine already exists.
00:01:31.371 DEBUG Watch bell_&_rossbr05c-bu-st already exists.
00:01:31.543 DEBUG Watch bell_&_rossbrv192-bl-st#sca already exists.
00:01:31.712 DEBUG Watch bell_&_rossdiver_red_bronze already exists.
00:01:31.879 DEBUG Watch bell_&_rossbrs-64-s already exists.
00:01:32.070 DEBUG Watch bell_&_rossbr01-92 already exists.
00:01:32.244 DEBUG Watch bell_&_rossbrv192-blu already exists.
00:01:32.419 DEBUG Watch bell_&_rossphantom already exists.
00:01:32.580 DEBUG Watch bell_&_rossbl-gmt#srb already exists.
00:01:32.743 DEBUG Watch bell_&_rossblue_steel already exists.
00:01:32.908 DEBUG Watch bell_&_rossred_radar_aviation already exists.
00:01:33.085 DEBUG Watch bell_&_rossbrv293-bl-st#sst already exists.
00:01:33.260 DEBUG Watch blancpain5052-1110-63a already exists.
00:01:33.445 DEBUG Watch blancpain5200-1110-naba already exists.
00:01:33.623 DEBUG Watch blancpain2160-1127-71 already exists.
00:01:33.794 DEBUG Watch blancpain6106-1127-55a already exists.
00:01:33.968 DEBUG Watch blancpain6651-1127-55b already exists.
00:01:34.138 DEBUG Watch blancpain6637-3631-55b already exists.
00:01:34.320 DEBUG Watch blancpain5000-0130-naba already exists.
00:01:34.502 DEBUG Watch blancpain6106-1127-95a already exists.
00:01:34.681 DEBUG Watch blancpain5008-11b30-naba already exists.
00:01:34.850 DEBUG Watch blancpainac01-1130-63a already exists.
00:01:35.015 DEBUG Watch blancpain2885f-1130-53b already exists.
00:01:35.188 DEBUG Watch blancpain1151-1127-55b already exists.
00:01:35.378 DEBUG Watch breitlinga17321 already exists.
00:01:35.601 DEBUG Watch breitlingm17393 already exists.
00:01:35.780 DEBUG Watch breitlinga47362 already exists.
00:01:35.960 DEBUG Watch breitlinga13313 already exists.
00:01:36.137 DEBUG Watch breitlinga17320 already exists.
00:01:36.326 DEBUG Watch breitlinga13381 already exists.
00:01:36.520 DEBUG Watch breitlingv79363 already exists.
00:01:36.715 DEBUG Watch breitlinga17390 already exists.
00:01:36.930 DEBUG Watch breitlinga13340 already exists.
00:01:37.130 DEBUG Watch breitlinge79363 already exists.
00:01:37.331 DEBUG Watch breitlinga17331 already exists.
00:01:37.589 DEBUG Watch breitlinga13312 already exists.
00:01:37.834 DEBUG Watch breitlinga45310 already exists.
00:01:38.031 DEBUG Watch breitlinga17314 already exists.
00:01:38.232 DEBUG Watch breitlinga17367 already exists.
00:01:38.421 DEBUG Watch breitlinga17364 already exists.
00:01:38.594 DEBUG Watch breitlinga17392 already exists.
00:01:38.771 DEBUG Watch breitlingm73390 already exists.
00:01:38.959 DEBUG Watch breitlingab0920 already exists.
00:01:39.150 DEBUG Watch breitlinga49350 already exists.
00:01:39.324 DEBUG Watch breitlingab0611 already exists.
00:01:39.494 DEBUG Watch breitlingab2020 already exists.
00:01:39.676 DEBUG Watch breitlinga17366 already exists.
00:01:39.881 DEBUG Watch breitlingab0136 already exists.
00:01:40.066 DEBUG Watch breitlinga13311 already exists.
00:01:40.256 DEBUG Watch breitlingm17314 already exists.
00:01:40.442 DEBUG Watch breitlinga32390 already exists.
00:01:40.616 DEBUG Watch breitlinga73387 already exists.
00:01:40.790 DEBUG Watch breitlinga17365 already exists.
00:01:40.997 DEBUG Watch breitlinga17313 already exists.
00:01:41.182 DEBUG Watch breitlinga24322 already exists.
00:01:41.378 DEBUG Watch breitlinga13370 already exists.
00:01:41.590 DEBUG Watch breitlingab0127 already exists.
00:01:41.769 DEBUG Watch breitlinge75362 already exists.
00:01:41.933 DEBUG Watch breitlinga32380 already exists.
00:01:42.130 DEBUG Watch breitlingm13313 already exists.
00:01:42.306 DEBUG Watch breitlinga17318 already exists.
00:01:42.481 DEBUG Watch breitlinga19310 already exists.
00:01:42.655 DEBUG Watch breitlingab0117 already exists.
00:01:42.823 DEBUG Watch breitlinga13375 already exists.
00:01:42.995 DEBUG Watch breitlinga17315 already exists.
00:01:43.257 DEBUG Watch breitlinga73388 already exists.
00:01:43.459 DEBUG Watch breitlingv32395 already exists.
00:01:43.658 DEBUG Watch breitlinge13383 already exists.
00:01:43.843 DEBUG Watch breitlingm17330 already exists.
00:01:44.007 DEBUG Watch breitlinga13356 already exists.
00:01:44.200 DEBUG Watch breitlingab0138 already exists.
00:01:44.369 DEBUG Watch breitlingub2010 already exists.
00:01:44.549 DEBUG Watch breitlingab0134 already exists.
00:01:44.733 DEBUG Watch breitlingxb1210 already exists.
00:01:44.915 DEBUG Watch breitlingeb5510 already exists.
00:01:45.089 DEBUG Watch breitlinga17319 already exists.
00:01:45.259 DEBUG Watch breitlingrb0311 already exists.
00:01:45.441 DEBUG Watch breitlingab0930 already exists.
00:01:45.627 DEBUG Watch breitlinga45330 already exists.
00:01:45.809 DEBUG Watch breitlinga23310 already exists.
00:01:46.002 DEBUG Watch breitlingab0110 already exists.
00:01:46.168 DEBUG Watch breitlingm13314 already exists.
00:01:46.333 DEBUG Watch breitlingy24310 already exists.
00:01:46.529 DEBUG Watch breitlinga13341 already exists.
00:01:46.742 DEBUG Watch breitlinga13341_steelfish already exists.
00:01:46.932 DEBUG Watch breitlingcb0140 already exists.
00:01:47.107 DEBUG Watch breitlingab2030 already exists.
00:01:47.284 DEBUG Watch breitlinga25363 already exists.
00:01:47.446 DEBUG Watch breitlinga17350 already exists.
00:01:47.624 DEBUG Watch breitlingab0118 already exists.
00:01:47.833 DEBUG Watch breitlinga32395 already exists.
00:01:48.026 DEBUG Watch breitlingm17315 already exists.
00:01:48.203 DEBUG Watch breitlinga17360 already exists.
00:01:48.372 DEBUG Watch breitlinga23322 already exists.
00:01:48.534 DEBUG Watch breitlingab0144 already exists.
00:01:48.747 DEBUG Watch breitlinga48330 already exists.
00:01:48.927 DEBUG Watch breitlinga13385 already exists.
00:01:49.110 DEBUG Watch breitlingab0410 already exists.
00:01:49.288 DEBUG Watch breitlinga13324 already exists.
00:01:49.465 DEBUG Watch breitlingab2010 already exists.
00:01:49.633 DEBUG Watch breitlingx74320 already exists.
00:01:49.821 DEBUG Watch breitlingu13313 already exists.
00:01:50.008 DEBUG Watch breitlingm13320 already exists.
00:01:50.185 DEBUG Watch breitlinga68362 already exists.
00:01:50.365 DEBUG Watch breitlingxb0170 already exists.
00:01:50.528 DEBUG Watch breitlingu17326 already exists.
00:01:50.694 DEBUG Watch breitlingxb0180 already exists.
00:01:50.877 DEBUG Watch breitlinga14360 already exists.
00:01:51.065 DEBUG Watch breitlinga45320 already exists.
00:01:51.238 DEBUG Watch breitlinga44360 already exists.
00:01:51.418 DEBUG Watch breitlinga17330 already exists.
00:01:51.585 DEBUG Watch breitlinge79362 already exists.
00:01:51.757 DEBUG Watch breitlinga13315 already exists.
00:01:51.934 DEBUG Watch breitlinga42362 already exists.
00:01:52.120 DEBUG Watch breitlingab3521 already exists.
00:01:52.298 DEBUG Watch breitlinga13380 already exists.
00:01:52.470 DEBUG Watch breitlingab0451 already exists.
00:01:52.630 DEBUG Watch breitlingm17368 already exists.
00:01:52.795 DEBUG Watch breitlingi19320 already exists.
00:01:52.979 DEBUG Watch breitlingab0162 already exists.
00:01:53.164 DEBUG Watch breitlingv17369 already exists.
00:01:53.344 DEBUG Watch breitlingab0121_airline_capsule_collection already exists.
00:01:53.519 DEBUG Watch breitlingab0910 already exists.
00:01:53.689 DEBUG Watch breitlingeb5512 already exists.
00:01:53.855 DEBUG Watch breitlingeb5010 already exists.
00:01:54.039 DEBUG Watch breitlinga13358 already exists.
00:01:54.221 DEBUG Watch breitlinga77380 already exists.
00:01:54.401 DEBUG Watch breitlinga17326 already exists.
00:01:54.582 DEBUG Watch breitlingm13380 already exists.
00:01:54.746 DEBUG Watch breitlingu13320 already exists.
00:01:54.965 DEBUG Watch breitlinga17340 already exists.
00:01:55.140 DEBUG Watch breitlinga17391 already exists.
00:01:55.317 DEBUG Watch breitlinga73390 already exists.
00:01:55.497 DEBUG Watch breitlingvb5510 already exists.
00:01:55.672 DEBUG Watch breitlingab0510 already exists.
00:01:55.846 DEBUG Watch breitlingw71330 already exists.
00:01:56.011 DEBUG Watch breitlingf56062 already exists.
00:01:56.190 DEBUG Watch breitlingu10380 already exists.
00:01:56.362 DEBUG Watch breitlinga78365 already exists.
00:01:56.580 DEBUG Watch breitlingy17393 already exists.
00:01:56.756 DEBUG Watch breitlinga22360 already exists.
00:01:56.923 DEBUG Watch breitlingab0152 already exists.
00:01:57.089 DEBUG Watch breitlinga13371 already exists.
00:01:57.269 DEBUG Watch breitlinga13320 already exists.
00:01:57.439 DEBUG Watch breitlingab0445 already exists.
00:01:57.608 DEBUG Watch breitlingc13356 already exists.
00:01:57.785 DEBUG Watch breitlinga44359 already exists.
00:01:57.965 DEBUG Watch breitlinga10370 already exists.
00:01:58.134 DEBUG Watch breitlinga44355 already exists.
00:01:58.324 DEBUG Watch breitlingvb5010 already exists.
00:01:58.507 DEBUG Watch breitlinga17345 already exists.
00:01:58.681 DEBUG Watch breitlingx82310 already exists.
00:01:58.908 DEBUG Watch breitlinga13316 already exists.
00:01:59.074 DEBUG Watch breguet3810st#92#sz9 already exists.
00:01:59.245 DEBUG Watch breguet4820st#d2#s76 already exists.
00:01:59.511 DEBUG Watch breguet3810ti#h2#3zu already exists.
00:01:59.690 DEBUG Watch breguet3817st#x2#3zu already exists.
00:01:59.866 DEBUG Watch breguet5817st#y2#5v8 already exists.
00:02:00.045 DEBUG Watch breguet7337br#1e#9v6 already exists.
00:02:00.209 DEBUG Watch breguet3880st#h2#sxo already exists.
00:02:00.375 DEBUG Watch breguet3820st#h2#sw9 already exists.
00:02:00.556 DEBUG Watch cartierwspa0018 already exists.
00:02:00.744 DEBUG Watch cartierw62017v3 already exists.
00:02:00.928 DEBUG Watch cartierw62019x6 already exists.
00:02:01.112 DEBUG Watch cartierwjbb0019 already exists.
00:02:01.277 DEBUG Watch cartierw1018355 already exists.
00:02:01.445 DEBUG Watch cartierw7100057 already exists.
00:02:01.625 DEBUG Watch cartierwsnm0008 already exists.
00:02:01.807 DEBUG Watch cartierw6300255 already exists.
00:02:01.988 DEBUG Watch cartierw3107355 already exists.
00:02:02.168 DEBUG Watch cartierw6920086 already exists.
00:02:02.338 DEBUG Watch cartierw20107x7 already exists.
00:02:02.496 DEBUG Watch cartierw5310009 already exists.
00:02:02.666 DEBUG Watch cartierw51030q3 already exists.
00:02:02.850 DEBUG Watch cartierw69010z4 already exists.
00:02:03.037 DEBUG Watch cartierwspn0006 already exists.
00:02:03.216 DEBUG Watch cartierw62032x6 already exists.
00:02:03.384 DEBUG Watch cartierwssa0018 already exists.
00:02:03.565 DEBUG Watch cartierw6920009 already exists.
00:02:03.748 DEBUG Watch cartierwsta0028 already exists.
00:02:03.937 DEBUG Watch cartierw20077x7 already exists.
00:02:04.116 DEBUG Watch cartierwssa0039 already exists.
00:02:04.299 DEBUG Watch cartierw10x1358 already exists.
00:02:04.469 DEBUG Watch cartierw62007x6 already exists.
00:02:04.640 DEBUG Watch cartierw69011z4 already exists.
00:02:04.814 DEBUG Watch cartierw1501756 already exists.
00:02:04.994 DEBUG Watch cartierw6700255 already exists.
00:02:05.174 DEBUG Watch cartierw51008q3 already exists.
00:02:05.353 DEBUG Watch cartierwgsa0027 already exists.
00:02:05.521 DEBUG Watch cartierw7100016 already exists.
00:02:05.697 DEBUG Watch cartierwe902080 already exists.
00:02:05.872 DEBUG Watch cartierw51005q4 already exists.
00:02:06.052 DEBUG Watch cartierwe9003z3 already exists.
00:02:06.230 DEBUG Watch cartierw62001v3 already exists.
00:02:06.408 DEBUG Watch cartierwssa0009 already exists.
00:02:06.583 DEBUG Watch cartierw26015k2 already exists.
00:02:06.746 DEBUG Watch cartierw3013756 already exists.
00:02:06.925 DEBUG Watch cartierw3pn0007 already exists.
00:02:07.112 DEBUG Watch cartierwssa0037 already exists.
00:02:07.295 DEBUG Watch cartierw1528251 already exists.
00:02:07.461 DEBUG Watch cartierw1542751 already exists.
00:02:07.626 DEBUG Watch cartierw7100045 already exists.
00:02:07.840 DEBUG Watch cartierw1544956 already exists.
00:02:08.013 DEBUG Watch cartierw1018255 already exists.
00:02:08.187 DEBUG Watch cartierw6920089 already exists.
00:02:08.362 DEBUG Watch cartierwssa0032 already exists.
00:02:08.542 DEBUG Watch cartierw5200014 already exists.
00:02:08.712 DEBUG Watch cartierwsca0011 already exists.
00:02:08.875 DEBUG Watch cartierw2sa0006 already exists.
00:02:09.111 DEBUG Watch cartierwsrn0013 already exists.
00:02:09.304 DEBUG Watch cartierw1504856 already exists.
00:02:09.486 DEBUG Watch cartierw2sa0009 already exists.
00:02:09.663 DEBUG Watch cartierw2pa0009 already exists.
00:02:09.834 DEBUG Watch cartierw31044m7 already exists.
00:02:10.029 DEBUG Watch cartierwgsa0032 already exists.
00:02:10.204 DEBUG Watch cartierw6920055 already exists.
00:02:10.383 DEBUG Watch cartierw7100015 already exists.
00:02:10.558 DEBUG Watch cartierwsta0054 already exists.
00:02:10.745 DEBUG Watch cartierwsta0055 already exists.
00:02:10.910 DEBUG Watch cartierwsnm0009 already exists.
00:02:11.085 DEBUG Watch cartierw20073x8 already exists.
00:02:11.267 DEBUG Watch cartierw2bb0004 already exists.
00:02:11.442 DEBUG Watch cartierw2cl0004 already exists.
00:02:11.618 DEBUG Watch cartierw20072x7 already exists.
00:02:11.802 DEBUG Watch cartierwe1018s3 already exists.
00:02:11.969 DEBUG Watch cartierw1556203 already exists.
00:02:12.132 DEBUG Watch cartierwsta0016 already exists.
00:02:12.308 DEBUG Watch cartierwsca0010 already exists.
00:02:12.473 DEBUG Watch cartierw51036q4 already exists.
00:02:12.641 DEBUG Watch cartierw50002n2 already exists.
00:02:12.815 DEBUG Watch cartierw7100037 already exists.
00:02:12.980 DEBUG Watch cartierw5310008 already exists.
00:02:13.145 DEBUG Watch cartierw69008z3 already exists.
00:02:13.323 DEBUG Watch cartierwgbb0030 already exists.
00:02:13.500 DEBUG Watch cartierw2sa0016 already exists.
00:02:13.675 DEBUG Watch cartierw5330004 already exists.
00:02:13.852 DEBUG Watch glashutte_original1-37-01-04-02-35 already exists.
00:02:14.019 DEBUG Watch glashutte_original100-14-02-02-04 already exists.
00:02:14.188 DEBUG Watch glashutte_original1-36-03-01-02-30 already exists.
00:02:14.361 DEBUG Watch glashutte_original1-39-34-03-22-04 already exists.
00:02:14.540 DEBUG Watch glashutte_original100-02-25-12-05 already exists.
00:02:14.715 DEBUG Watch glashutte_original39-31-45-42-04 already exists.
00:02:14.879 DEBUG Watch glashutte_original1-58-01-05-34-30 already exists.
00:02:15.051 DEBUG Watch glashutte_original1-90-02-43-32-05 already exists.
00:02:15.218 DEBUG Watch glashutte_original39-52-01-01-04 already exists.
00:02:15.392 DEBUG Watch glashutte_original1-39-59-01-02-04 already exists.
00:02:15.561 DEBUG Watch glashutte_original1-39-11-13-83-70 already exists.
00:02:15.737 DEBUG Watch glashutte_original38-42-04-22-04 already exists.
00:02:15.915 DEBUG Watch glashutte_original65-01-01-01-04 already exists.
00:02:16.079 DEBUG Watch glashutte_original100-04-32-12-04 already exists.
00:02:16.273 DEBUG Watch glashutte_original39-47-06-02-04 already exists.
00:02:16.488 DEBUG Watch glashutte_original1-39-58-01-02-04 already exists.
00:02:16.664 DEBUG Watch glashutte_original39-42-43-03-14 already exists.
00:02:16.847 DEBUG Watch glashutte_original1-39-52-03-02-04 already exists.
00:02:17.026 DEBUG Watch glashutte_original1-39-52-14-02-04 already exists.
00:02:17.216 DEBUG Watch glashutte_original39-47-01-02-04 already exists.
00:02:17.383 DEBUG Watch glashutte_original90-02-43-32-05 already exists.
00:02:17.545 DEBUG Watch bulgari102912 already exists.
00:02:17.719 DEBUG Watch chopard298600-3002 already exists.
00:02:17.891 DEBUG Watch chopard168459-3041 already exists.
00:02:18.076 DEBUG Watch grand_seikosbgm239 already exists.
00:02:18.247 DEBUG Watch grand_seikosbga201 already exists.
00:02:18.413 DEBUG Watch grand_seikosbga279 already exists.
00:02:18.595 DEBUG Watch grand_seikosbga005 already exists.
00:02:18.775 DEBUG Watch grand_seikosbga227 already exists.
00:02:18.954 DEBUG Watch grand_seikosbga027 already exists.
00:02:19.136 DEBUG Watch grand_seikosbge271 already exists.
00:02:19.307 DEBUG Watch grand_seikosbgr269 already exists.
00:02:19.478 DEBUG Watch grand_seikosbgm235 already exists.
00:02:19.706 DEBUG Watch grand_seikosbgw251 already exists.
00:02:19.886 DEBUG Watch grand_seikosbgr309 already exists.
00:02:20.065 DEBUG Watch grand_seikosbgw253 already exists.
00:02:20.241 DEBUG Watch grand_seikosbgw273 already exists.
00:02:20.411 DEBUG Watch grand_seikosbgm029 already exists.
00:02:20.578 DEBUG Watch grand_seikosbgh295 already exists.
00:02:20.775 DEBUG Watch grand_seikosbgj229 already exists.
00:02:20.952 DEBUG Watch grand_seikosbgp007 already exists.
00:02:21.127 DEBUG Watch grand_seikosbgr317 already exists.
00:02:21.305 DEBUG Watch grand_seikosbgh245 already exists.
00:02:21.471 DEBUG Watch grand_seikosbgw275 already exists.
00:02:21.638 DEBUG Watch grand_seikosbge245 already exists.
00:02:21.817 DEBUG Watch grand_seikosbge201 already exists.
00:02:22.000 DEBUG Watch grand_seikosbgx347 already exists.
00:02:22.182 DEBUG Watch grand_seikosbgy007 already exists.
00:02:22.362 DEBUG Watch grand_seikosbgh267 already exists.
00:02:22.553 DEBUG Watch grand_seikosbge225 already exists.
00:02:22.721 DEBUG Watch grand_seikosbgj251 already exists.
00:02:22.938 DEBUG Watch grand_seikosbga447 already exists.
00:02:23.119 DEBUG Watch grand_seikosbgp015 already exists.
00:02:23.298 DEBUG Watch grand_seikosbgw231 already exists.
00:02:23.490 DEBUG Watch grand_seikosbgr305 already exists.
00:02:23.660 DEBUG Watch grand_seikosbgk005 already exists.
00:02:23.828 DEBUG Watch grand_seikosbga293 already exists.
00:02:24.030 DEBUG Watch grand_seikosbge263 already exists.
00:02:24.204 DEBUG Watch grand_seikosbgj255 already exists.
00:02:24.388 DEBUG Watch grand_seikosbga461 already exists.
00:02:24.565 DEBUG Watch grand_seikosbga229 already exists.
00:02:24.736 DEBUG Watch grand_seikosbgk007 already exists.
00:02:24.974 DEBUG Watch grand_seikostgf267 already exists.
00:02:25.162 DEBUG Watch grand_seikosbga301 already exists.
00:02:25.347 DEBUG Watch grand_seikosbgx339 already exists.
00:02:25.543 DEBUG Watch grand_seikosbgn005 already exists.
00:02:25.718 DEBUG Watch grand_seikosbgr057 already exists.
00:02:25.885 DEBUG Watch grand_seikosbgr077 already exists.
00:02:26.054 DEBUG Watch grand_seikosbgr315 already exists.
00:02:26.236 DEBUG Watch grand_seikosbga375 already exists.
00:02:26.438 DEBUG Watch grand_seikosbga415 already exists.
00:02:26.632 DEBUG Watch grand_seikosbgn013 already exists.
00:02:26.808 DEBUG Watch grand_seikosbga401 already exists.
00:02:26.976 DEBUG Watch grand_seikosbga281 already exists.
00:02:27.145 DEBUG Watch grand_seikosbgn003 already exists.
00:02:27.325 DEBUG Watch grand_seikosbgh271 already exists.
00:02:27.496 DEBUG Watch grand_seikosbga429 already exists.
00:02:27.663 DEBUG Watch grand_seikosbgn023 already exists.
00:02:27.852 DEBUG Watch grand_seikosbgj227 already exists.
00:02:28.026 DEBUG Watch grand_seikosbga439 already exists.
00:02:28.190 DEBUG Watch grand_seikosbge213 already exists.
00:02:28.363 DEBUG Watch grand_seikosbge001 already exists.
00:02:28.540 DEBUG Watch grand_seikosbga403 already exists.
00:02:28.719 DEBUG Watch grand_seikosbge025 already exists.
00:02:28.899 DEBUG Watch grand_seikosbga421 already exists.
00:02:29.063 DEBUG Watch grand_seikosbga373 already exists.
00:02:29.231 DEBUG Watch grand_seikosbgr257 already exists.
00:02:29.417 DEBUG Watch grand_seikosbga349 already exists.
00:02:29.600 DEBUG Watch grand_seikosbga427 already exists.
00:02:29.781 DEBUG Watch grand_seikosbga283 already exists.
00:02:29.955 DEBUG Watch grand_seikosbga407 already exists.
00:02:30.121 DEBUG Watch grand_seikosbgh269 already exists.
00:02:30.294 DEBUG Watch grand_seikosbgm221 already exists.
00:02:30.488 DEBUG Watch grand_seikosbgv207 already exists.
00:02:30.663 DEBUG Watch grand_seikosbge211 already exists.
00:02:30.845 DEBUG Watch grand_seikosbgn007 already exists.
00:02:31.040 DEBUG Watch grand_seikosbgh273 already exists.
00:02:31.207 DEBUG Watch grand_seikosbga211 already exists.
00:02:31.376 DEBUG Watch grand_seikoslga009 already exists.
00:02:31.550 DEBUG Watch grand_seikosbgr261 already exists.
00:02:31.745 DEBUG Watch grand_seikosbgx261 already exists.
00:02:31.920 DEBUG Watch grand_seikosbgr307 already exists.
00:02:32.096 DEBUG Watch grand_seikosbgj237 already exists.
00:02:32.261 DEBUG Watch grand_seikosbgp003 already exists.
00:02:32.420 DEBUG Watch franck_muller5850_mc_l already exists.
00:02:32.582 DEBUG Watch hublot311.qx.1124.rx already exists.
00:02:32.762 DEBUG Watch hublot301.qx.1740.gr already exists.
00:02:32.939 DEBUG Watch hublot311.sx.1170.rx already exists.
00:02:33.116 DEBUG Watch hublot581.nx.1171.rx already exists.
00:02:33.285 DEBUG Watch hublot341.cp.1110.lr.1933 already exists.
00:02:33.450 DEBUG Watch hublot515.cs.1270.vr already exists.
00:02:33.627 DEBUG Watch hublot581.nx.2611.rx already exists.
00:02:33.811 DEBUG Watch hublot525.nx.0170.lr already exists.
00:02:34.086 DEBUG Watch hublot301.ci.8810.nr already exists.
00:02:34.263 DEBUG Watch hublot301.sb.131.rx already exists.
00:02:34.427 DEBUG Watch hublot301.ci.1770.rx already exists.
00:02:34.601 DEBUG Watch hublot510.nx.7170.nx already exists.
00:02:34.778 DEBUG Watch hublot516.nx.7170.lr already exists.
00:02:34.952 DEBUG Watch hublot346.cd.1800.lr.1913 already exists.
00:02:35.129 DEBUG Watch hublot301.pm.1780.rx already exists.
00:02:35.303 DEBUG Watch hublot421.nm.1170.rx already exists.
00:02:35.467 DEBUG Watch audemars_piguet15720st.oo.a027ca.01 already exists.
00:02:35.634 DEBUG Watch audemars_piguet26030io.oo.d001in.01 already exists.
00:02:35.818 DEBUG Watch audemars_piguet15500st.oo.1220st.02 already exists.
00:02:36.003 DEBUG Watch audemars_piguet15500st.oo.1220st.01 already exists.
00:02:36.186 DEBUG Watch audemars_piguet14802st.oo.0944st.01 already exists.
00:02:36.364 DEBUG Watch audemars_piguet26331or.oo.d821cr.01 already exists.
00:02:36.529 DEBUG Watch audemars_piguet25594st.oo.0789st.03 already exists.
00:02:36.697 DEBUG Watch audemars_piguet15450st.oo.1256st.03 already exists.
00:02:36.884 DEBUG Watch audemars_piguet15400st.oo.1220st.02.a already exists.
00:02:37.062 DEBUG Watch audemars_piguet15450st.oo.1256st.01 already exists.
00:02:37.236 DEBUG Watch audemars_piguet25730sa.00.0789sa.02 already exists.
00:02:37.403 DEBUG Watch audemars_piguet26300st.oo.1110st.06 already exists.
00:02:37.565 DEBUG Watch audemars_piguet26401ro.oo.a002ca.01 already exists.
00:02:37.726 DEBUG Watch baume_&_mercier10342 already exists.
00:02:37.899 DEBUG Watch baume_&_mercier10484 already exists.
00:02:38.078 DEBUG Watch baume_&_mercier10082 already exists.
00:02:38.256 DEBUG Watch a._lange_&_sohne211.032 already exists.
00:02:38.433 DEBUG Watch a._lange_&_sohne233.032 already exists.
00:02:38.601 DEBUG Watch a._lange_&_sohne232.032 already exists.
00:02:38.768 DEBUG Watch a._lange_&_sohne215.026 already exists.
00:02:38.953 DEBUG Watch a._lange_&_sohne139.025 already exists.
00:02:39.173 DEBUG Watch a._lange_&_sohne401.026 already exists.
00:02:39.357 DEBUG Watch a._lange_&_sohne402.026 already exists.
00:02:39.532 DEBUG Watch a._lange_&_sohne201.027 already exists.
00:02:39.698 DEBUG Watch a._lange_&_sohne115.031 already exists.
